,datetime,symbol,open,high,low,close,volume,RSI,EMA_26,EMA_200,MACD,Position
0,2005-01-12 09:15:00,NSE:RELIANCE,87.09458107,87.25922111,84.80608122,85.31647028,45329192.14424774,48.13586167532171,85.98829095947102,81.9300699145,0.6011958762776004,Hold
1,2005-01-13 09:15:00,NSE:RELIANCE,86.43602091,86.55950094,85.36586065,85.62928142,34631308.43479261,49.040742311904395,85.96169766025093,81.96687798918158,0.4800652653825068,Hold
2,2005-01-14 09:15:00,NSE:RELIANCE,86.21376015,86.21376015,84.147526,84.60851976,30502300.68728362,46.207624759977044,85.86146226023234,81.99316298192605,0.2982632553036382,Hold
3,2005-01-17 09:15:00,NSE:RELIANCE,84.78962051,85.28354063,83.04443444,84.22161072,30628636.9055069,45.143070348609804,85.73999177577069,82.01533659126012,0.1215622327597572,Hold
4,2005-01-18 09:15:00,NSE:RELIANCE,84.47680114,86.0079601,83.77708591,84.10636599,38724480.42809403,44.81190528861154,85.61898245830619,82.03614285393415,-0.027457375703505704,Sell
5,2005-01-19 09:15:00,NSE:RELIANCE,84.62498047,85.34939994,84.16399001,84.57559011,19764329.52396919,46.53176568377989,85.54169413620944,82.06141098583531,-0.106466741699478,Sell
6,2005-01-20 09:15:00,NSE:RELIANCE,83.98288596,84.78962051,83.01150972,84.21338038,22249144.27758191,45.35672223814777,85.44330052463837,82.08282361662302,-0.19604959389917553,Sell
7,2005-01-24 09:15:00,NSE:RELIANCE,84.21338038,84.21338038,84.21338038,84.21338038,0.0,45.35672223814777,85.35219532873924,82.10402318640786,-0.26400140580607,Sell
8,2005-01-25 09:15:00,NSE:RELIANCE,83.2913945,83.94995466,82.0648295,82.58344563,49860896.58734344,40.07519515716917,85.14710275846227,82.10879355898092,-0.4442547267495769,Sell
9,2005-01-27 09:15:00,NSE:RELIANCE,83.15968576,84.46034044,82.92918971,83.32432581,41957594.3204139,43.30675079738028,85.01208224376136,82.12088840724977,-0.5213145538506154,Sell
10,2005-01-28 09:15:00,NSE:RELIANCE,83.4725002,86.1808305,80.67361952,85.9832608,34467314.30536816,53.085001020544354,85.08402139607533,82.15931997334678,-0.3636393815354779,Sell
11,2005-01-31 09:15:00,NSE:RELIANCE,86.43602091,88.00010129,86.05735046,87.63789156,37235778.16431874,57.94589602772844,85.27319696377346,82.21383312346273,-0.10396732685512688,Sell
12,2005-02-01 09:15:00,NSE:RELIANCE,87.90132056,90.05810179,87.26745146,89.39131127,48692286.56877806,62.39268326940981,85.57824246793838,82.2852508164631,0.2405381894540568,Hold
13,2005-02-02 09:15:00,NSE:RELIANCE,89.59711132,90.11572251,87.29215076,87.84369161,29762504.94787997,56.69443418280191,85.7460535154985,82.34055868505551,0.3842519038335581,Hold
14,2005-02-03 09:15:00,NSE:RELIANCE,88.87269186,89.46540093,88.24706135,89.06203119,20021253.66006751,59.80652405685674,85.9916814913875,82.4074390084878,0.5896586618934805,Hold
15,2005-02-04 09:15:00,NSE:RELIANCE,89.56418167,89.72882171,87.6543605,88.43640068,24156942.64988639,57.52057837166834,86.17277180165509,82.46742867686106,0.6939622788134301,Hold
16,2005-02-07 09:15:00,NSE:RELIANCE,98.42181416,98.42181416,87.03696035,87.31684183,15688771.71493928,53.574301487968334,86.25751772968064,82.51568154405648,0.6784636968696418,Hold
17,2005-02-08 09:15:00,NSE:RELIANCE,87.58850119,88.37054138,87.09458107,87.88485162,21881675.95053823,55.2516932020122,86.3780609808154,82.56910612192657,0.7039004754963685,Hold
18,2005-02-09 09:15:00,NSE:RELIANCE,87.95894128,88.98794153,87.92601162,88.43640068,15689986.48626835,56.88083685618852,86.5305305881624,82.6274871623054,0.7598061333321766,Hold
19,2005-02-10 09:15:00,NSE:RELIANCE,88.55988072,89.67943134,87.56380189,89.31722161,21560976.31966375,59.42160920769006,86.73695214533556,82.694051684173,0.8652130205444735,Hold
