close,MACD,MACDandSIG,RSI,Bollinger,Fibonacci,Percent
64.295,0.15073595661442596,0.007092869745133373,25.71265527877074,0.0,1,0.007776654483241385
64.795,0.18269164025959128,0.01301618446343289,30.30056654336758,0.0,1,0.01805694883864506
65.965,0.28094517872720814,0.03708990764368325,36.78904166127471,0.0,1,0.03054650193284325
67.98,0.4745765164004183,0.07690708177229783,41.89652445579185,0.0,1,-0.01566637246248892
66.915,0.4430941422036625,0.015141569191847337,24.8927793782389,0.0,1,0.002241649854292538
67.065,0.40292844325496446,-0.0083413765856169,25.59933491593395,0.0,1,0.022888242749571353
68.6,0.4771848901760336,0.021971690111817432,31.514361830963594,-0.404053500545956,1,-0.005174927113702488
68.245,0.4449643727885757,-0.003416275758546805,26.734418671232675,0.0,1,0.023518206462011637
69.85,0.5255237496957932,0.025714367049556874,32.028372808211884,-0.2655438940973909,1,0.01560486757337154
70.94,0.6128431256747575,0.0376779143428404,34.66194645286372,-0.39420447667491487,1,-0.004792782633211257
70.6,0.577099219857999,0.0006446695086939069,30.56989779786892,0.0,1,0.011473087818696825
71.41,0.5786356652947973,0.0007270383151640747,32.77385983171229,0.0,1,-0.012743313261447953
70.5,0.4553509159052851,-0.040852570358116014,22.50730665117868,0.0,1,0.00829787234042545
71.085,0.40451263155175354,-0.030563618237215873,24.744764397319557,0.0,1,-0.008088907645776078
70.51,0.2974674367456771,-0.045869604347764104,18.643672916544347,0.0,1,0.017231598354843225
71.725,0.32040588628049704,-0.00764371827098137,23.686472959407354,0.0,1,0.0029975601254792483
71.94,0.32309128719118974,-0.0016527724534295407,24.49301203230641,0.0,1,-0.007228245760355745
71.42,0.2541763803806134,-0.023522559754668604,18.82398489263842,0.0,1,-0.00021002520302437766
71.405,0.19728756194361097,-0.026803792730557024,18.65652137767981,0.0,1,0.0012604159372593404
71.495,0.15990252256314363,-0.021396277370341443,19.156841505130885,0.0,1,-0.007972585495489293
70.925,0.0803847926593022,-0.03363800242472763,12.17302796328947,0.0,1,0.0009164610504053261
70.99,0.03934386165244064,-0.024892977810529737,12.650923902562582,0.0,1,-0.004507677137624899
70.67,-0.011121925655359632,-0.025119588372776672,8.601139223466724,0.0,1,-0.004952596575633295
70.32,-0.06459465883797577,-0.026197440518464274,4.3329533670308535,0.0,1,-0.02737485779294646
68.395,-0.24636480385944992,-0.0693225285133128,-12.401938151120405,0.0,1,-0.01966518020323127
67.05,-0.4288028093819065,-0.08392017801192314,-19.65735091133107,0.7039637623453245,1,0.0027591349739000126
67.235,-0.4688715780279722,-0.04132964888599627,-17.661869911443013,0.1969343154990355,1,0.016360526511489448
68.335,-0.3581666641820078,0.023125088319989384,-6.894088427188521,0.0,1,0.01199970732421174
69.155,-0.20463365191052674,0.058886033530490156,-0.2680636991044736,0.0,1,0.011785120381751168
69.97,-0.04289767478225315,0.07354067021958792,5.460345104390477,0.0,1,0.0007860511647850288
70.025,0.04612845334708027,0.05418893278297378,5.837705266595307,0.0,1,0.01963584434130672
71.4,0.20138081296616406,0.06981376413401921,14.251070505316505,0.0,1,-0.002450980392157076
71.225,0.24764192502853177,0.03869162539879564,12.565503974230744,0.0,1,-0.0029484029484028174
71.015,0.23263565397400043,0.007895118114754768,10.451003520448687,0.0,1,-0.005562205167922163
70.62,0.17282954728223388,-0.01730366285900392,6.462858106836791,0.0,1,0.004743698668932206
70.955,0.15644069832950436,-0.011230837270577804,9.011090522801055,0.0,1,0.005989711789162078
71.38,0.17062621565901281,0.0009848933529768844,12.135134593318966,0.0,1,-0.010016811431773465
70.665,0.10391678968551332,-0.021908177540174212,4.3866355520773865,0.0,1,0.0005660510861105195
70.705,0.06523567755829163,-0.020196429889131964,4.737492747661243,0.0,1,-0.0013436107771727102
70.61,0.03254214836483982,-0.017629986360861258,3.648519706457243,0.0,1,-0.0012037954963884934
70.525,0.0064002047377016424,-0.014590643329333144,2.608031668436837,0.0,1,0.012619638426090152
71.415,0.06696254919599198,0.015323900376319068,11.332746577161771,0.0,1,0.012742421060001341
72.325,0.1674968423254768,0.038619397835267966,18.021095942810334,0.0,1,-0.008019357068786648
71.745,0.15547258536309982,0.008865046957630324,10.59810758752765,0.0,1,0.00606314028852184
72.18,0.1727544081016532,0.008715623232061237,13.882614726933362,0.0,1,-0.007550568024383475
71.635,0.12158245212911822,-0.01415211091349125,7.240295655917976,0.0,1,0.0139596565924478
72.635,0.16919793646542303,0.011154457807604518,14.719178459181919,0.0,1,-0.01844840641563994
71.295,0.06723918392813744,-0.03026809824322703,1.347556142087356,0.0,1,-0.004909180166912219
70.945,-0.018510124334525813,-0.038672468835296764,-1.5571457400540325,0.0,1,0.020720276270350446
72.415,0.0626577318953423,0.014165129131523783,9.210817610363854,0.0,1,0.056410964579161726
76.5,0.4384368490190127,0.12998141541839808,25.202290969172807,-2.2569974293775914,1,0.02372549019607839
78.315,0.7410400034959252,0.14419485663177023,29.223509906534957,-2.3736736083585583,1,-0.00625678350252179
77.825,0.7897549137763917,0.06430325563741224,25.548577205264493,-0.7888049693548709,1,-0.006938644394474891
77.285,0.7032994594352573,-0.007384066234574105,21.48803666274985,0.0,1,-0.01785598757844331
75.905,0.48646344397842256,-0.07474002723046957,12.022416718005914,0.0,1,-0.00026348725380409554
75.885,0.3358401492518084,-0.07512110731902794,11.890455058338212,0.0,1,0.02161164920603542
77.525,0.36920848945084117,-0.013917589039998401,18.078503090100668,0.0,1,0.03295711060948081
80.08,0.5680419520961237,0.06163862453509472,25.082285756498862,0.0,1,-0.008553946053946104
